id	text	task	eventType
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-251959-A-47.wav	none	urban	airplane
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-70939-A-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-87936-B-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-98866-A-47.wav	none	urban	airplane
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-198373-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-98193-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-198360-A-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-115382-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-135649-B-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-169127-A-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-26177-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-215445-A-47.wav	none	urban	airplane
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-64398-A-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-165801-A-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-50455-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-161099-B-47.wav	none	urban	airplane
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-51630-A-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-22882-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-216370-B-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-77945-A-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-78651-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-107228-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-197988-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-199284-B-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-179294-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-122066-B-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-122067-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-172881-A-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-128512-B-47.wav	none	urban	airplane
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-193480-A-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-102583-C-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-51630-B-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-188945-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-209992-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-150364-B-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-185579-B-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-165606-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-106849-A-47.wav	none	urban	airplane
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-179860-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-201170-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-160614-E-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-37806-C-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-77346-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-153057-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-177957-C-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-117122-A-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-60180-B-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-128160-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-155234-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-193480-B-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-17124-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-160563-B-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-180156-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-115387-C-47.wav	none	urban	airplane
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-50454-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-251617-A-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-175000-C-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-135650-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-160614-A-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-198360-B-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-199284-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-102583-A-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-168446-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-59565-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-107228-B-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-198600-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-180156-B-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-37806-A-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-56907-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-188716-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-57191-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-119648-D-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-179863-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-184077-A-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-174840-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-70938-A-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-160551-A-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-97909-A-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-102844-C-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-40154-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-144137-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-62878-B-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-186962-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-201172-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-181071-B-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-18527-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-111102-B-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-13572-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-115546-A-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-118656-A-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-160614-B-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-96606-B-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-26176-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-178881-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-253094-A-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-122110-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-111671-A-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-76831-A-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-9887-B-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-102583-B-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-61618-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-188822-C-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-160614-F-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-186936-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-90014-B-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-170338-A-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-135649-C-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-116765-A-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-135650-B-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-60180-A-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-150979-C-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-161579-A-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-165933-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-175846-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-78799-A-47.wav	none	urban	airplane
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-7974-B-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-179865-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-118972-A-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-240671-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-175845-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-188796-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-262579-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-175855-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-150409-A-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-172922-A-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-138465-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-119125-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-47250-B-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-145577-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-19898-A-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-119120-E-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-51909-A-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-84693-A-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-197118-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-161010-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-251645-B-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-254507-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-21421-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-19898-C-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-64473-A-45.wav	none	urban	train
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-235956-A-47.wav	none	urban	airplane
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-165823-A-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-118657-B-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-24076-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-119648-C-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-208820-A-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-37806-D-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-125825-B-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-50668-A-41.wav	none	urban	chainsaw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-179866-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-251645-A-49.wav	none	urban	hand_saw
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-48298-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-100648-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-146697-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-119120-B-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-181071-A-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-111671-B-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-215449-A-47.wav	none	urban	airplane
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-177957-D-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-178402-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-117615-B-48.wav	none	urban	fireworks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-76831-B-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-140034-A-46.wav	none	urban	church_bells
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-177957-B-40.wav	none	urban	helicopter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-176631-A-43.wav	none	urban	car_horn
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-259622-A-44.wav	none	urban	engine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-72688-A-42.wav	none	urban	siren
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-115387-A-47.wav	none	urban	airplane
