id	text	task	eventType
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c1ae08941a115c7d45e205724e5aa3be_22-male.wav	It subsequently relates how for several days he plundered the countryside around Bayonne before assaulting the city's walls with siege engines brought from Aragon.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/ef451445d348d837669fbab71d1db3a2_2-female.wav	The aircraft struck the 14th Street Bridge, which carries Interstate 395 between Washington, D.C. and Arlington County, Virginia.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/ef451445d348d837669fbab71d1db3a2_2-male.wav	The aircraft struck the 14th Street Bridge, which carries Interstate 395 between Washington, D.C. and Arlington County, Virginia.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/ef451445d348d837669fbab71d1db3a2_3-female.wav	It struck seven occupied vehicles on the bridge and destroyed of guard rail before it plunged through the ice into the Potomac River.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/ef451445d348d837669fbab71d1db3a2_3-male.wav	It struck seven occupied vehicles on the bridge and destroyed of guard rail before it plunged through the ice into the Potomac River.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/59d35dfd8d9fe91d66d11497d051aba5_1-female.wav	Nearby ships felt the initial explosion and a second, much larger, explosion, yet the Russian Navy did not realise that an accident had occurred and did not initiate a search for the sub for more than six hours.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/59d35dfd8d9fe91d66d11497d051aba5_1-male.wav	Nearby ships felt the initial explosion and a second, much larger, explosion, yet the Russian Navy did not realise that an accident had occurred and did not initiate a search for the sub for more than six hours.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/59d35dfd8d9fe91d66d11497d051aba5_15-female.wav	Eventually, the commission concluded that poor oversight, budget cuts, and incomplete maintenance inspections contributed to the explosion.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/59d35dfd8d9fe91d66d11497d051aba5_15-male.wav	Eventually, the commission concluded that poor oversight, budget cuts, and incomplete maintenance inspections contributed to the explosion.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/59d35dfd8d9fe91d66d11497d051aba5_17-female.wav	The second explosion was equivalent to over 2 tonnes of TNT.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/59d35dfd8d9fe91d66d11497d051aba5_17-male.wav	The second explosion was equivalent to over 2 tonnes of TNT.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/ab70a3e49966caa8c35f8b27fabea3ad_3-female.wav	He had earlier been the victim of an assault outside a nightclub and was taken to Hull Royal Infirmary where, possibly as a result of his head injury, staff said his behaviour was extremely troublesome.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/ab70a3e49966caa8c35f8b27fabea3ad_3-male.wav	He had earlier been the victim of an assault outside a nightclub and was taken to Hull Royal Infirmary where, possibly as a result of his head injury, staff said his behaviour was extremely troublesome.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/b994d5a3e89bfd7a1dc5755c06891cf3_1-female.wav	The gas attacks were part of an engagement between divisions of the II Bavarian Corps and divisions of the British I Corps.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/b994d5a3e89bfd7a1dc5755c06891cf3_1-male.wav	The gas attacks were part of an engagement between divisions of the II Bavarian Corps and divisions of the British I Corps.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/9b02d1c112135b13a142372e9b6ac135_3-female.wav	The attack at the Saint-Mihiel salient was part of a plan by Pershing in which he hoped that the Americans would break through the German lines and capture the fortified city of Metz.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/9b02d1c112135b13a142372e9b6ac135_3-male.wav	The attack at the Saint-Mihiel salient was part of a plan by Pershing in which he hoped that the Americans would break through the German lines and capture the fortified city of Metz.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/9b02d1c112135b13a142372e9b6ac135_5-female.wav	This meant that their artillery was out of place and the American attack, coming up against disorganized German forces, proved more successful than expected.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/9b02d1c112135b13a142372e9b6ac135_5-male.wav	This meant that their artillery was out of place and the American attack, coming up against disorganized German forces, proved more successful than expected.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/9b02d1c112135b13a142372e9b6ac135_6-female.wav	The Saint-Mihiel attack established the stature of the U.S. Army in the eyes of the French and British forces, and again demonstrated the critical role of artillery during World War I and the difficulty of supplying such massive armies while they were on the move.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/9b02d1c112135b13a142372e9b6ac135_6-male.wav	The Saint-Mihiel attack established the stature of the U.S. Army in the eyes of the French and British forces, and again demonstrated the critical role of artillery during World War I and the difficulty of supplying such massive armies while they were on the move.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/9b02d1c112135b13a142372e9b6ac135_7-female.wav	The U.S. attack faltered as artillery and food supplies were left behind on the muddy roads.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/9b02d1c112135b13a142372e9b6ac135_7-male.wav	The U.S. attack faltered as artillery and food supplies were left behind on the muddy roads.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/089588f5b8a75749e91c388cbb917955_2-female.wav	Three Iranian armored regiments advanced towards Iraqi forces that had invaded Iranian territory between the cities of Ahvaz, Susangerd and Dezful.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/089588f5b8a75749e91c388cbb917955_2-male.wav	Three Iranian armored regiments advanced towards Iraqi forces that had invaded Iranian territory between the cities of Ahvaz, Susangerd and Dezful.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/d3d9bc5a95731a3bd1afee225cfe4473_3-female.wav	The situation in the Balkans on the eve of the Ottoman invasion.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/d3d9bc5a95731a3bd1afee225cfe4473_3-male.wav	The situation in the Balkans on the eve of the Ottoman invasion.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/d3d9bc5a95731a3bd1afee225cfe4473_31-female.wav	In 1352 Turkish forces invaded Bulgaria anew, raiding Thrace, particularly the vicinities of Aitos, Yambol, and Plovdiv, and capturing rich spoils.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/d3d9bc5a95731a3bd1afee225cfe4473_31-male.wav	In 1352 Turkish forces invaded Bulgaria anew, raiding Thrace, particularly the vicinities of Aitos, Yambol, and Plovdiv, and capturing rich spoils.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/d56717052ba1bdddd460b053ac4f2c07_7-female.wav	For two weeks, Imperial and French artillery bombarded the city, successfully breaching the walls; but the attacking troops were driven back by determined Venetian resistance when they attempted to enter.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/d56717052ba1bdddd460b053ac4f2c07_7-male.wav	For two weeks, Imperial and French artillery bombarded the city, successfully breaching the walls; but the attacking troops were driven back by determined Venetian resistance when they attempted to enter.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/eb336b1b32f87a6087e2144eedbd027a_15-female.wav	On May 1, Hooker advanced from Chancellorsville toward Lee, but the Confederate general split his army in the face of superior numbers, leaving a small force at Fredericksburg to deter Maj. Gen. John Sedgwick from advancing, while he attacked Hooker's advance with about four-fifths of his army.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/eb336b1b32f87a6087e2144eedbd027a_15-male.wav	On May 1, Hooker advanced from Chancellorsville toward Lee, but the Confederate general split his army in the face of superior numbers, leaving a small force at Fredericksburg to deter Maj. Gen. John Sedgwick from advancing, while he attacked Hooker's advance with about four-fifths of his army.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/eb336b1b32f87a6087e2144eedbd027a_17-female.wav	On May 2, Lee divided his army again, sending Stonewall Jackson's entire corps on a flanking march that routed the Union XI Corps.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/eb336b1b32f87a6087e2144eedbd027a_17-male.wav	On May 2, Lee divided his army again, sending Stonewall Jackson's entire corps on a flanking march that routed the Union XI Corps.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/f5c2cdbb1be243b4404747e1f776d754_7-female.wav	Whole indigenous societies were attacked and pushed off their lands by the gold-seekers, called forty-niners (referring to 1849, the peak year for Gold Rush immigration).	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/f5c2cdbb1be243b4404747e1f776d754_7-male.wav	Whole indigenous societies were attacked and pushed off their lands by the gold-seekers, called forty-niners (referring to 1849, the peak year for Gold Rush immigration).	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c826e171049a3a945d24eec966dac6a9_6-female.wav	The airliner first struck the ground with the left wing tip.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c826e171049a3a945d24eec966dac6a9_6-male.wav	The airliner first struck the ground with the left wing tip.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/51962f39236252b489e81fe21c82ccf3_17-female.wav	Thousands of people attended one of the vigils, at which the Governor spoke, the night after the attack.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/51962f39236252b489e81fe21c82ccf3_17-male.wav	Thousands of people attended one of the vigils, at which the Governor spoke, the night after the attack.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6fffcdc405561e3c77740bd073386a95_0-female.wav	The invasion of Anjouan (code-named Operation Democracy in Comoros), on25 March 2008, was an amphibious assault led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6fffcdc405561e3c77740bd073386a95_0-male.wav	The invasion of Anjouan (code-named Operation Democracy in Comoros), on25 March 2008, was an amphibious assault led by the Comoros, backed by African Union (AU) forces, including troops from Sudan, Tanzania, Senegal, along with logistical support from Libya and France.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/e5ccadc5741e2a6f95ebd53e03699781_1-female.wav	The bombing occurred in the first days of the German-led Axis invasion of Yugoslavia during World War II.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/e5ccadc5741e2a6f95ebd53e03699781_1-male.wav	The bombing occurred in the first days of the German-led Axis invasion of Yugoslavia during World War II.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/e5ccadc5741e2a6f95ebd53e03699781_4-female.wav	Three more waves of bombers attacked Belgrade on 6 April, and more attacks followed in subsequent days.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/e5ccadc5741e2a6f95ebd53e03699781_4-male.wav	Three more waves of bombers attacked Belgrade on 6 April, and more attacks followed in subsequent days.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/e5ccadc5741e2a6f95ebd53e03699781_6-female.wav	The bombing of Belgrade was preceded by the commencement of the ground invasion a few hours earlier, and coincided with air attacks on VVKJ airfields and other strategic targets across Yugoslavia.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/e5ccadc5741e2a6f95ebd53e03699781_6-male.wav	The bombing of Belgrade was preceded by the commencement of the ground invasion a few hours earlier, and coincided with air attacks on VVKJ airfields and other strategic targets across Yugoslavia.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/e5ccadc5741e2a6f95ebd53e03699781_8-female.wav	The Royal Air Force carried out two bombing raids on Sofia, the capital of Bulgaria, in retaliation for the attacks on Yugoslavia, which ultimately surrendered on 17 April.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/e5ccadc5741e2a6f95ebd53e03699781_8-male.wav	The Royal Air Force carried out two bombing raids on Sofia, the capital of Bulgaria, in retaliation for the attacks on Yugoslavia, which ultimately surrendered on 17 April.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/a59af4fff9a17270fce2288c384f40f7_2-female.wav	The Pope was struck four times and suffered severe blood loss.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/a59af4fff9a17270fce2288c384f40f7_2-male.wav	The Pope was struck four times and suffered severe blood loss.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/52f7b3494c5910b27c9292b8f7a1820f_4-female.wav	Boulder County was worst hit, with recorded September 12 and up to of rain recorded by September 15, which is comparable to Boulder County's average annual precipitation (20.7 inches, 525 mm).	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/52f7b3494c5910b27c9292b8f7a1820f_4-male.wav	Boulder County was worst hit, with recorded September 12 and up to of rain recorded by September 15, which is comparable to Boulder County's average annual precipitation (20.7 inches, 525 mm).	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/d371bf5b0a5e20be269e491e62400df4_7-female.wav	The suppression of the strikes also led to an increase in emigration.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/d371bf5b0a5e20be269e491e62400df4_7-male.wav	The suppression of the strikes also led to an increase in emigration.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/14f8d86f3ac1c8de61bebe752a45cb4c_4-female.wav	This led to the Third English Civil War, when Scotland was invaded and occupied by the Parliamentarian New Model Army under Oliver Cromwell.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/14f8d86f3ac1c8de61bebe752a45cb4c_4-male.wav	This led to the Third English Civil War, when Scotland was invaded and occupied by the Parliamentarian New Model Army under Oliver Cromwell.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/841773036a78b866a6b09f86b370c68c_1-female.wav	The objective of the raid was to free French Resistance and political prisoners.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/841773036a78b866a6b09f86b370c68c_1-male.wav	The objective of the raid was to free French Resistance and political prisoners.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6bd0131ef0131ba3537776f3ca3a3862_0-female.wav	The Attack on Mers-el-Kébir (3 July 1940) also known as the Battle of Mers-el-Kébir, was part of Operation Catapult, a British naval attack on French Navy ships at the naval base at Mers El Kébir on the coast of French Algeria.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6bd0131ef0131ba3537776f3ca3a3862_0-male.wav	The Attack on Mers-el-Kébir (3 July 1940) also known as the Battle of Mers-el-Kébir, was part of Operation Catapult, a British naval attack on French Navy ships at the naval base at Mers El Kébir on the coast of French Algeria.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6bd0131ef0131ba3537776f3ca3a3862_2-female.wav	The attack by air-and-sea was conducted by the Royal Navy after France had signed armistices with Germany and Italy that came into effect on 25 June.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6bd0131ef0131ba3537776f3ca3a3862_2-male.wav	The attack by air-and-sea was conducted by the Royal Navy after France had signed armistices with Germany and Italy that came into effect on 25 June.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6bd0131ef0131ba3537776f3ca3a3862_6-female.wav	After the attack at Mers-el-Kébir and the Battle of Dakar, French aircraft raided Gibraltar in retaliation and Marshal Philippe Pétain, who had become the prime minister of France on 16 June, severed diplomatic relations with the United Kingdom.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6bd0131ef0131ba3537776f3ca3a3862_6-male.wav	After the attack at Mers-el-Kébir and the Battle of Dakar, French aircraft raided Gibraltar in retaliation and Marshal Philippe Pétain, who had become the prime minister of France on 16 June, severed diplomatic relations with the United Kingdom.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6bd0131ef0131ba3537776f3ca3a3862_7-female.wav	The attack created much rancour between France and Britain but also demonstrated to the world that Britain intended to fight on.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6bd0131ef0131ba3537776f3ca3a3862_7-male.wav	The attack created much rancour between France and Britain but also demonstrated to the world that Britain intended to fight on.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6bd0131ef0131ba3537776f3ca3a3862_8-female.wav	The attack is controversial and the motives of the British are debated.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6bd0131ef0131ba3537776f3ca3a3862_8-male.wav	The attack is controversial and the motives of the British are debated.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c20868c301a1b2170bacc32d02b25a32_3-female.wav	However, when the Prussian detachment was in the vicinity of Rocquencourt it was ambushed by a superior French force.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c20868c301a1b2170bacc32d02b25a32_3-male.wav	However, when the Prussian detachment was in the vicinity of Rocquencourt it was ambushed by a superior French force.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/77bb65612ec220c303ac341fcfb13d85_5-female.wav	After raiding the shipping at Banda Aceh on 1 September the squadron sailed eastwards to attack Penang.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/77bb65612ec220c303ac341fcfb13d85_5-male.wav	After raiding the shipping at Banda Aceh on 1 September the squadron sailed eastwards to attack Penang.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6265c3b3acad94d31c29532806082afb_8-female.wav	The pretext for the attacks was the assassination of the Nazi German diplomat Ernst vom Rath by Herschel Grynszpan, a 17-year-old German-born Polish Jew living in Paris.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6265c3b3acad94d31c29532806082afb_8-male.wav	The pretext for the attacks was the assassination of the Nazi German diplomat Ernst vom Rath by Herschel Grynszpan, a 17-year-old German-born Polish Jew living in Paris.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/052e122f6f1f626d481dae4aee913e2c_6-female.wav	The IDF had responded with artillery fire and air raids.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/052e122f6f1f626d481dae4aee913e2c_6-male.wav	The IDF had responded with artillery fire and air raids.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/052e122f6f1f626d481dae4aee913e2c_8-female.wav	On the first day of the conflict, Israel also bombed the only electrical power plant in the Gaza Strip.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/052e122f6f1f626d481dae4aee913e2c_8-male.wav	On the first day of the conflict, Israel also bombed the only electrical power plant in the Gaza Strip.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/91659d3d116305aac4110b72e87f56bc_1-female.wav	The United States offensive, under the overall command of Chester Nimitz, followed the Gilbert and Marshall Islands campaign and was intended to neutralize Japanese bases in the central Pacific, support the Allied drive to retake the Philippines, and provide bases for a strategic bombing campaign against Japan.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/91659d3d116305aac4110b72e87f56bc_1-male.wav	The United States offensive, under the overall command of Chester Nimitz, followed the Gilbert and Marshall Islands campaign and was intended to neutralize Japanese bases in the central Pacific, support the Allied drive to retake the Philippines, and provide bases for a strategic bombing campaign against Japan.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/91659d3d116305aac4110b72e87f56bc_3-female.wav	In response, the Imperial Japanese Navy's Combined Fleet sortied to attack the U.S. Navy fleet supporting the landings.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/91659d3d116305aac4110b72e87f56bc_3-male.wav	In response, the Imperial Japanese Navy's Combined Fleet sortied to attack the U.S. Navy fleet supporting the landings.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6c95b04b1599775559dc87278abaa2af_10-female.wav	India's efforts to occupy Thag La was the casus belli for the October 1962 Chinese military attack on India.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/6c95b04b1599775559dc87278abaa2af_10-male.wav	India's efforts to occupy Thag La was the casus belli for the October 1962 Chinese military attack on India.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/354b278d75d07b259e868d6586eb5a58_4-female.wav	According to the IDF, though the PRC denies this, Al-Qaisi had overseen the 2011 southern Israel cross-border attacks, which killed eight Israelis including six civilians.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/354b278d75d07b259e868d6586eb5a58_4-male.wav	According to the IDF, though the PRC denies this, Al-Qaisi had overseen the 2011 southern Israel cross-border attacks, which killed eight Israelis including six civilians.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/354b278d75d07b259e868d6586eb5a58_6-female.wav	Palestinian militant groups retaliated by launching rocket attacks on Israel, with over 300 Grad missiles, Qassam rockets and mortar shells launched, of which 177 hit Israeli territory striking the major urban centers of Ashdod, Ashkelon and Beersheba, as well as smaller communities.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/354b278d75d07b259e868d6586eb5a58_6-male.wav	Palestinian militant groups retaliated by launching rocket attacks on Israel, with over 300 Grad missiles, Qassam rockets and mortar shells launched, of which 177 hit Israeli territory striking the major urban centers of Ashdod, Ashkelon and Beersheba, as well as smaller communities.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c2dda38aa8276ddf09e2bf9beb7c4c7b_0-female.wav	The Jameson Raid (29 December 1895  2 January 1896) was a botched raid against the South African Republic (commonly known as the Transvaal) carried out by British colonial statesman Leander Starr Jameson and his Company troops (police in the employ of Alfred Beit's and Cecil Rhodes' British South Africa Company) and Bechuanaland policemen over the New Year weekend of 189596.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c2dda38aa8276ddf09e2bf9beb7c4c7b_0-male.wav	The Jameson Raid (29 December 1895  2 January 1896) was a botched raid against the South African Republic (commonly known as the Transvaal) carried out by British colonial statesman Leander Starr Jameson and his Company troops (police in the employ of Alfred Beit's and Cecil Rhodes' British South Africa Company) and Bechuanaland policemen over the New Year weekend of 189596.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c2dda38aa8276ddf09e2bf9beb7c4c7b_2-female.wav	The raid was intended to trigger an uprising by the primarily British expatriate workers (known as Uitlanders) in the Transvaal but failed to do so.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c2dda38aa8276ddf09e2bf9beb7c4c7b_2-male.wav	The raid was intended to trigger an uprising by the primarily British expatriate workers (known as Uitlanders) in the Transvaal but failed to do so.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/118b6f7da6a71ba736f4a504f2dde084_4-female.wav	Following another failed attack in mid-January, the NikopolKrivoy Rog Offensive was launched by the 3rd Ukrainian Front to the north of the salient on 30 January, and elements of the 4th Ukrainian Front to the south of it joined in a day later.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/118b6f7da6a71ba736f4a504f2dde084_4-male.wav	Following another failed attack in mid-January, the NikopolKrivoy Rog Offensive was launched by the 3rd Ukrainian Front to the north of the salient on 30 January, and elements of the 4th Ukrainian Front to the south of it joined in a day later.	action	Attack
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/118b6f7da6a71ba736f4a504f2dde084_7-female.wav	The IV Army Corps launched an unsuccessful counterattack against Apostolovo around this time, resulting in a temporary Soviet pause in order to prepare for the advance against Krivoi Rog, in the northwest portion of the salient.	action	Attack
